name,rating,rating_count,company_type,Head_Quarters,No_of_Job,reviews
Consolidated Contractors,4.3,(836),Engineering & Construction,Mumbai +56 other locations,--,836
Artech Infosystems,3.3,(836),Recruitment,Bengaluru +21 other locations,--,836
FIITJEE,3.2,(835),Education & Training,New Delhi +47 other locations,--,835
eTeam,3.2,(835),Recruitment,Bengaluru +21 other locations,2,835
Ascendion,3.2,(835),IT Services & Consulting,Bengaluru +16 other locations,157,835
Rashmi Group,3.5,(834),Iron & Steel,Kharagpur +32 other locations,1,834
Feedback Infrastructure Services,3.5,(834),Engineering & Construction,Gurugram +129 other locations,3,834
Arvind Lifestyle Brands,4.0,(834),Fashion & Textile,Bengaluru +86 other locations,69,834
Ford Business Solutions,4.1,(832),IT Services & Consulting,Chennai +51 other locations,11,832
Teamware Solutions,4.1,(831),Recruitment,Hyderabad +24 other locations,2,831
DBG Technology,3.7,(831),Electronics Manufacturing,Rewari +25 other locations,--,831
Waaree Energies,4.0,(830),Power,Surat +54 other locations,19,830
Ramco Systems,3.7,(827),Software Product,Chennai +28 other locations,6,827
Bpo Convergence,3.4,(827),BPO,Hyderabad +38 other locations,3,827
Linde India,3.9,(826),Chemicals,Vadodara +58 other locations,--,826
Y-Axis Overseas Careers,4.1,(826),Other,Hyderabad +17 other locations,8,826
Sunbeam Auto,3.9,(825),Auto Components,Gurugram +31 other locations,--,825
Advik Hi Tech,3.7,(825),Auto Components,Pune +30 other locations,9,825
Dineshchandra R. Agrawal Infracon,4.0,(825),Engineering & Construction,Ahmedabad +83 other locations,20,825
Vastu Housing Finance,4.1,(825),NBFC,Mumbai +175 other locations,23,825
Ugro Capital,3.7,(824),NBFC,Mumbai +173 other locations,93,824
Prama Hikvision India,3.5,(824),Electronics Manufacturing,Mumbai +56 other locations,5,824
Qualitest,3.6,(823),IT Services & Consulting,Bengaluru +22 other locations,130,823
Huhtamaki,3.9,(823),Packaging,Mumbai +44 other locations,3,823
JK Paper,3.8,(822),Pulp & Paper,Rayagada +52 other locations,22,822
Qinecsa Solutions,2.7,(820),Clinical Research,Mysuru +18 other locations,2,820
Praj Industries,4.0,(820),Biotechnology,Pune +46 other locations,42,820
Punj Lloyd,3.9,(819),Engineering & Construction,Gurugram +70 other locations,--,819
Bill Gosling Outsourcing India,3.5,(818),Gurugram +13 other locations,,58,818
Universal Sompo General Insurance,4.3,(817),Insurance,Mumbai +128 other locations,8,817
Aequs,3.4,(816),Defence & Aerospace,Belagavi +13 other locations,23,816
Amber Enterprises India,3.9,(816),Electronics Manufacturing,Gurugram +44 other locations,17,816
Jio-bp,3.6,(815),Oil & Gas,Mumbai +105 other locations,25,815
Credence Resource Management,3.1,(815),BPO,Pune +9 other locations,77,815
Vijaya Diagnostic Centre,3.8,(814),Healthcare,Hyderabad +41 other locations,25,814
Ramkrishna Forgings,3.4,(813),Auto Components,Jamshedpur +28 other locations,6,813
Prince Pipes & Fittings,4.1,(812),Building Material,Mumbai +88 other locations,10,812
Investors Clinic,3.6,(812),Real Estate,Noida +36 other locations,24,812
Novac Technology Solutions,3.5,(812),Software Product,Chennai +24 other locations,39,812
AISIN,4.1,(811),Auto Components,Rohtak +27 other locations,8,811
Border Security Force,4.4,(810),Law Enforcement & Security,New Delhi +113 other locations,--,810
THE LEELA PALACES HOTELS & RESORTS,4.0,(810),Hospitality,New Delhi +34 other locations,--,810
RenewBuy,3.3,(809),Internet,Gurugram +108 other locations,--,809
Zuventus Healthcare,3.8,(809),Pharma,Mumbai +104 other locations,3,809
Nippon Koei India,4.7,(808),Engineering & Construction,New Delhi +70 other locations,6,808
Fluor Corporation,4.1,(807),Engineering & Construction,Gurugram +24 other locations,146,807
PUMA,4.1,(807),Fashion & Textile,Bengaluru +100 other locations,13,807
Progressive Techserve,3.2,(807),IT Services & Consulting,Noida +68 other locations,20,807
Zuventus Healthcare,3.8,(809),Pharma,Mumbai +103 other locations,3,809
IFFCO,4.1,(806),Agro Chemicals,New Delhi +120 other locations,--,806
Somany Ceramics,4.2,(805),Building Material,New Delhi +87 other locations,8,805
Chennai Radha Engineering Works,3.9,(804),Engineering & Construction,Chennai +59 other locations,12,804
Eveready Industries,3.9,(804),Consumer Electronics & Appliances,Kolkata +111 other locations,--,804
Zidio Development,4.4,(804),IT Services & Consulting,Bengaluru +35 other locations,--,804
Engineers India,4.2,(803),Engineering & Construction,New Delhi +84 other locations,10,803
Hitachi,3.9,(803),Industrial Machinery,Bengaluru +90 other locations,13,803
Ask Automotive,4.2,(803),Auto Components,Gurugram +29 other locations,--,803
Wipro Consumer Care & Lighting,3.6,(803),FMCG,Bengaluru +118 other locations,9,803
Radical Minds,2.9,(802),BPO,Gurugram +13 other locations,17,802
Hilti,3.4,(801),Industrial Machinery,Gurugram +48 other locations,16,801
Rallis India,4.0,(801),Agro Chemicals,Ankleshwar +121 other locations,14,801
Franklin Templeton Investments,3.8,(800),Financial Services,Hyderabad +33 other locations,61,800
Maveric Systems,3.3,(800),IT Services & Consulting,Chennai +11 other locations,11,800
Action Construction Equipment,3.7,(800),Industrial Machinery,Faridabad +60 other locations,1,800
Axtria,2.7,(801),Software Product,Gurugram +8 other locations,105,801
Petpooja,3.9,(799),Software Product,Ahmedabad +76 other locations,55,799
Careernet,3.6,(799),Recruitment,Bengaluru +24 other locations,--,799
Jai Balaji Group,3.2,(798),Iron & Steel,Durgapur +41 other locations,--,798
Intex Technologies,3.7,(800),Consumer Electronics & Appliances,New Delhi +77 other locations,5,800
Indo Autotech,3.9,(798),Auto Components,Faridabad +34 other locations,3,798
Travel Food Services Ltd,4.0,(798),Hospitality,Mumbai +37 other locations,1,798
JM Financial,3.8,(798),Financial Services,Mumbai +73 other locations,1,798
Microtek International,3.7,(796),Consumer Electronics & Appliances,New Delhi +119 other locations,4,796
Denave,3.4,(794),Marketing & Advertising,Noida +71 other locations,10,794
First Advantage,3.4,(792),Recruitment,Bengaluru +12 other locations,37,792
Creative Synergies Group,3.9,(792),IT Services & Consulting,Bengaluru +9 other locations,13,792
Toyo Engineering,4.0,(792),Engineering & Construction,Mumbai +47 other locations,1,792
Edubridge Learning,3.8,(789),EdTech,Mumbai +63 other locations,74,789
People Tech Group,2.3,(789),IT Services & Consulting,Hyderabad +13 other locations,16,789
Hitachi Digital Services,3.5,(788),IT Services & Consulting,Hyderabad +16 other locations,209,788
NTT,3.9,(788),IT Services & Consulting,Mumbai +43 other locations,1,788
Pratap Technocrats,3.7,(788),Telecom,Pune +122 other locations,2,788
Forever Living Products,4.2,(787),Fitness & Wellness,Mumbai +96 other locations,--,787
Wapcos,3.1,(787),Engineering & Construction,New Delhi +151 other locations,--,787
Ksb Pumps,3.7,(785),Industrial Machinery,Pune +39 other locations,131,785
Fleetguard Filters Private Limited,4.3,(784),Auto Components,Pune +87 other locations,16,784
Wabtec,3.9,(784),Auto Components,Bengaluru +33 other locations,7,784
Lenovo,4.0,(784),Consumer Electronics & Appliances,Bengaluru +83 other locations,6,784
Lea Associates South Asia,4.2,(784),Engineering & Construction,New Delhi +142 other locations,--,784
Forvia Hella,3.7,(783),Auto Components,Pune +32 other locations,64,783
Alivus Life Sciences,3.8,(783),Pharma,Ankleshwar +22 other locations,3,783
Allied Digital Services,3.2,(783),IT Services & Consulting,Mumbai +58 other locations,9,783
Fidelity International,3.6,(783),Financial Services,Gurugram +14 other locations,76,783
Reliance Smart,4.1,(782),Retail,Hyderabad +252 other locations,--,782
Celebal Technologies,3.0,(782),IT Services & Consulting,Jaipur +24 other locations,19,782
Quatrro Business Support Services,3.2,(781),Recruitment,Gurugram +15 other locations,4,781
ManipalCigna Health Insurance,3.7,(781),Insurance,Mumbai +136 other locations,195,781
Skill Lync,3.1,(780),EdTech,Chennai +17 other locations,--,780
JioStar,3.5,(780),Media & Entertainment,Mumbai +42 other locations,11,780
Bses Rajdhani Power,3.8,(779),Power,New Delhi +22 other locations,--,779
Amadeus,3.7,(779),Software Product,Bengaluru +14 other locations,42,779
Padget Electronics,3.7,(779),Electronics Manufacturing,Noida +17 other locations,--,779
Bunge India,3.9,(778),Food Processing,Sahibzada Ajit Singh Nagar +72 other locations,411,778
VA Tech Wabag,3.8,(777),Waste Management,Chennai +54 other locations,21,777
Aurigo Software Technologies,4.6,(776),Software Product,Bengaluru +6 other locations,30,776
Aurigo Software Technologies,4.6,(775),Software Product,Bengaluru +6 other locations,30,775
Central Industrial Security Force,4.3,(775),Law Enforcement & Security,New Delhi +89 other locations,--,775
Protiviti,3.0,(774),Management Consulting,Gurugram +28 other locations,5,774
Creambell,3.9,(774),Hospitality,New Delhi +106 other locations,2,774
Assystem,3.2,(773),Engineering & Construction,Chennai +68 other locations,135,773
Eastman Auto and Power Limited,3.9,(773),Electronics Manufacturing,Gurugram +73 other locations,10,773
Times Internet,3.4,(771),Internet,Noida +24 other locations,4,771
Sharda Motor Industries,3.7,(770),Auto Components,Chennai +27 other locations,24,770
BNP Paribas India Solutions,3.6,(770),IT Services & Consulting,Mumbai +10 other locations,1,770
Exicom,4.0,(769),Semiconductors,Gurugram +31 other locations,10,769
National Informatics Centre,3.9,(769),Government,New Delhi +78 other locations,--,769
Neuland Laboratories,4.0,(768),Pharma,Hyderabad +7 other locations,10,768
Ameriprise Financial,3.7,(768),Financial Services,Gurugram +11 other locations,8,768
Wipro Infrastructure Engineering,3.7,(767),Industrial Machinery,Bengaluru +37 other locations,8,767
India Japan Lighting,4.1,(768),Auto Components,Chennai +29 other locations,7,768
Mindsprint,3.5,(767),IT Services & Consulting,Chennai +10 other locations,41,767
CMS Computers Limited (INDIA),3.7,(766),IT Services & Consulting,New Delhi +77 other locations,7,766
Steel Authority Of India,4.1,(766),Iron & Steel,Bokaro +55 other locations,--,766
Zee Entertainment Enterprises,3.4,(766),Media & Entertainment,Mumbai +36 other locations,39,766
Veradigm,3.7,(767),Software Product,Pune +9 other locations,71,767
TO THE NEW,3.6,(766),IT Services & Consulting,Noida +20 other locations,82,766
Zee Entertainment Enterprises,3.4,(766),Media & Entertainment,Mumbai +36 other locations,39,766
Transrail Lighting,4.0,(766),Engineering & Construction,Mumbai +101 other locations,5,766
UnitedLex,2.6,(765),Analytics & KPO,New Delhi +13 other locations,52,765
McDermott International,4.2,(765),Engineering & Construction,Chennai +33 other locations,56,765
Vaaman Engineers,3.7,(766),Engineering & Construction,Jharsuguda +47 other locations,13,766
Greenply,3.8,(765),Building Material,Kolkata +99 other locations,2,765
Finolex Cables,3.7,(761),Electrical Equipment,Pune +76 other locations,20,761
Mott MacDonald,3.9,(762),Management Consulting,Mumbai +49 other locations,155,762
Better.com,3.0,(760),Financial Services,Gurugram +9 other locations,8,760
Brane Enterprises,2.1,(759),Software Product,Hyderabad +12 other locations,--,759
Religare,3.6,(759),Financial Services,New Delhi +99 other locations,23,759
Samsung E&A,4.0,(758),Engineering & Construction,Noida +47 other locations,--,758
Stellantis,3.4,(758),Automobile,Chennai +18 other locations,--,758
Integreon,3.2,(758),BPO,Mumbai +12 other locations,35,758
BCD Travel,4.3,(757),Travel & Tourism,Bengaluru +11 other locations,4,757
LifeCell International,3.3,(757),Biotechnology,Chennai +76 other locations,55,757
Livguard,3.9,(757),Electronics Manufacturing,Gurugram +87 other locations,--,757
JSW Energy,4.1,(756),Power,Mumbai +80 other locations,11,756
Sterling Tools,4.5,(756),Auto Components,Faridabad +16 other locations,15,756
India Cements,3.8,(756),Building Material,Chennai +93 other locations,8,756
Volkswagen Group Digital Solutions [India],3.9,(756),IT Services & Consulting,Pune +15 other locations,136,756
Bitwise Solutions,3.6,(755),IT Services & Consulting,Pune +9 other locations,10,755
RITES,3.9,(754),Engineering & Construction,Gurugram +90 other locations,6,754
Smollan Group,3.9,(754),Marketing & Advertising,Mumbai +145 other locations,11,754
Hapag-Lloyd,3.8,(754),Ports & Shipping,Chennai +16 other locations,7,754
ESL Steel,3.8,(753),Iron & Steel,Bokaro +25 other locations,--,753
Primus Global Technologies,3.7,(753),IT Services & Consulting,Bengaluru +27 other locations,--,753
Dunzo,3.5,(753),Internet,Bengaluru +21 other locations,--,753
Google Operations Center,3.5,(752),BPO,Hyderabad +14 other locations,--,752
Eugia Pharma Specialities,4.0,(752),Pharma,Hyderabad +18 other locations,--,752
Isuzu Motors,4.2,(751),Automobile,Chennai +39 other locations,1,751
Electrosteel Casting,3.6,(751),Building Material,Kolkata +31 other locations,--,751
EMERSON PROCESS MANAGEMENT,4.1,(752),Industrial Automation,Pune +31 other locations,--,752
Boeing,3.9,(751),Aviation,Bengaluru +13 other locations,6,751
CADD Centre Training Services,3.9,(751),Education & Training,Chennai +132 other locations,6,751
1 India Family Mart,4.6,(750),Retail,New Delhi +98 other locations,3,750
Trianz,3.7,(751),IT Services & Consulting,Hyderabad +9 other locations,32,751
Care Hospital,4.1,(750),Healthcare,Hyderabad +43 other locations,75,750
LG Soft India,2.7,(748),IT Services & Consulting,Bengaluru +15 other locations,63,748
Deepak Nitrite,3.9,(745),Chemicals,Vadodara +21 other locations,33,745
ASG Eye Hospital,3.5,(745),Healthcare,Jaipur +79 other locations,111,745
Redcliffe Labs,4.0,(745),Healthcare,Noida +83 other locations,19,745
B. G. Shirke Construction Technology,4.1,(744),Engineering & Construction,Pune +26 other locations,7,744
Sun Life Financial,3.8,(744),Financial Services,Gurugram +12 other locations,160,744
Mswipe Technologies,3.2,(744),FinTech,Mumbai +98 other locations,5,744
R.V.R. PROJECTS,3.9,(742),Engineering & Construction,Hyderabad +68 other locations,13,742
V-Trans,3.7,(742),Logistics,Mumbai +93 other locations,--,742
SLK Global Services,4.0,(741),BPO,Bengaluru +9 other locations,--,741
BDO India LLP,3.1,(741),Accounting & Auditing,Mumbai +36 other locations,194,741
Galfar,3.8,(742),Engineering & Construction,Muscat +39 other locations,--,742
Delta Electronics,3.8,(741),Electronics Manufacturing,Bengaluru +45 other locations,8,741
AI Airport Services,3.2,(740),Aviation,Mumbai +61 other locations,--,740
Sterlite Power,4.1,(740),Power,New Delhi +84 other locations,16,740
The Akshaya Patra Foundation,4.4,(739),Non-Profit,Bengaluru +68 other locations,9,739
OLX India,3.8,(739),Internet,Gurugram +57 other locations,12,739
Evision Technoserve,4.8,(739),IT Services & Consulting,Pune +43 other locations,--,739
Shalby Hospitals,4.2,(737),Healthcare,Ahmedabad +23 other locations,49,737
GirnarSoft,3.6,(736),IT Services & Consulting,Gurugram +54 other locations,5,736
Ag Industries,3.9,(736),Auto Components,Gurugram +32 other locations,10,736
McKinsey & Company,3.8,(736),Management Consulting,Gurugram +25 other locations,10,736
Shalby Hospitals,4.2,(737),Healthcare,Ahmedabad +23 other locations,46,737
Ag Industries,3.9,(736),Auto Components,Gurugram +32 other locations,10,736
Mitsubishi Electric India,4.2,(736),Electronics Manufacturing,Pune +52 other locations,6,736
Genus Power Infrastructures,3.9,(735),Electronics Manufacturing,Jaipur +90 other locations,1,735
bp,3.7,(735),Oil & Gas,Pune +15 other locations,113,735
Indusind Marketing & Financial Services,3.6,(734),Financial Services,Chennai +275 other locations,--,734
ReSource Pro,3.7,(734),BPO,Bengaluru +9 other locations,42,734
Koch Business Solutions,3.1,(733),IT Services & Consulting,Bengaluru +11 other locations,2,733
Nvidia,3.5,(730),Hardware & Networking,Pune +20 other locations,246,730
Molex,3.9,(730),Electronics Manufacturing,Bengaluru +17 other locations,--,730
Turtlemint,3.6,(730),Internet,Mumbai +117 other locations,8,730
Adidas,3.9,(729),Fashion & Textile,Gurugram +69 other locations,35,729
Razorpay,3.4,(729),FinTech,Bengaluru +27 other locations,36,729
Expleo Solutions,3.5,(729),IT Services & Consulting,Chennai +15 other locations,--,729
Tavant Technologies,3.8,(727),IT Services & Consulting,Bengaluru +13 other locations,67,727
TDK India Private Limited,3.9,(727),Semiconductors,Nashik +26 other locations,27,727
Bikanervala,3.8,(727),FMCG,New Delhi +70 other locations,1,727
Tredence,3.3,(728),IT Services & Consulting,Bengaluru +9 other locations,149,728
Bristlecone,3.6,(727),IT Services & Consulting,Bengaluru +14 other locations,109,727
URC Construction,3.6,(725),Engineering & Construction,Chennai +52 other locations,--,725
Vertex Customer Solutions,3.5,(725),IT Services & Consulting,Chennai +33 other locations,--,725
DuPont,4.2,(725),Waste Management,Hyderabad +46 other locations,14,725
Lavender Technology,4.9,(724),IT Services & Consulting,Bengaluru +8 other locations,--,724
Kissht Finance,3.9,(724),FinTech,Mumbai +96 other locations,14,724
Thriveni Earthmovers,3.9,(724),Metals & Mining,Jamshedpur +50 other locations,--,724
Rentokil Pest Control,3.5,(723),Facility Management Services,Mumbai +112 other locations,312,723
KreditBee,3.5,(723),FinTech,Bengaluru +27 other locations,33,723
Bahwan CyberTek,3.3,(721),IT Services & Consulting,Chennai +21 other locations,383,721
NecLife,3.6,(720),Pharma,Chandigarh +31 other locations,2,720
Cotiviti,3.5,(720),Analytics & KPO,Hyderabad +11 other locations,15,720
Medreich,3.9,(719),Pharma,Bengaluru +15 other locations,11,719
BSH Home Appliances Group,3.8,(719),Consumer Electronics & Appliances,Bengaluru +60 other locations,6,719
Infor Global Solution,3.9,(717),Software Product,Hyderabad +9 other locations,--,717
Biba Apparels,3.5,(717),Fashion & Textile,New Delhi +97 other locations,--,717
ffreedom app,3.4,(716),Internet,Bengaluru +26 other locations,--,716
Gartner,3.8,(716),Management Consulting,Gurugram +18 other locations,42,716
Goodyear,3.4,(715),Auto Components,Chhatrapati Sambhajinagar +66 other locations,11,715
Apple,4.3,(715),Consumer Electronics & Appliances,Bengaluru +107 other locations,180,715
BDO RISE Private Limited,3.6,(714),Accounting & Auditing,Bengaluru +9 other locations,19,714
Jubilant Ingrevia,3.8,(714),Chemicals,Bharuch +33 other locations,--,714
Visteon,3.1,(714),Auto Components,Chennai +21 other locations,464,714
uFaber,2.3,(713),Education & Training,Mumbai +24 other locations,--,713
PrimEra Medical Technologies,3.5,(713),IT Services & Consulting,Hyderabad +14 other locations,21,713
Raychem RPG,3.7,(712),Electrical Equipment,Mumbai +34 other locations,1,712
Ramky Infrastructure,4.2,(713),Engineering & Construction,Hyderabad +51 other locations,1,713
Diebold Nixdorf,3.6,(712),Software Product,Hyderabad +45 other locations,27,712
Amrit Cement,3.9,(711),Building Material,Guwahati +51 other locations,19,711
Wow Momo Foods,4.1,(711),Hospitality,Kolkata +67 other locations,14,711
Lovely Professional University,3.3,(711),Education & Training,Jalandhar +29 other locations,6,711
Central Bank of India,4.0,(710),Banking,Mumbai +211 other locations,--,710
Asb International,3.6,(710),Industrial Machinery,Mumbai +23 other locations,--,710
Vindhya Telelinks,4.0,(710),Engineering & Construction,Rewa +98 other locations,--,710
Ness Digital Engineering,3.2,(710),IT Services & Consulting,Bengaluru +11 other locations,28,710
Mynd Solutions Private,3.7,(709),BPO,Gurugram +33 other locations,--,709
Wolters Kluwer,3.8,(709),Software Product,Pune +16 other locations,10,709
XcelServ Solutions,4.4,(708),IT Services & Consulting,New Delhi +33 other locations,--,708
Progressive Infovision,3.9,(709),Recruitment,New Delhi +79 other locations,--,709
Patel Engineering,4.1,(707),Engineering & Construction,Mumbai +71 other locations,--,707
Moglix,3.3,(707),Internet,Noida +39 other locations,37,707
CtrlS,3.6,(706),IT Services & Consulting,Hyderabad +17 other locations,6,706
Joyalukkas,4.6,(706),Retail,Bengaluru +76 other locations,4,706
Technotask Business Solutions,3.5,(706),BPO,Bhopal +21 other locations,3,706
IHG,3.6,(704),Hospitality,New Delhi +46 other locations,100,704
Radico Khaitan,4.0,(704),Beverage,Rampur +81 other locations,--,704
Vizag Steel,3.9,(704),Iron & Steel,Visakhapatnam +29 other locations,--,704
Wuerth,3.5,(703),Industrial Machinery,Pune +66 other locations,13,703
TTK Prestige,3.8,(703),Consumer Electronics & Appliances,Bengaluru +83 other locations,23,703
Bharat Serums and Vaccines,3.9,(703),Pharma,Mumbai +67 other locations,19,703
TransUnion,3.5,(702),Financial Services,Chennai +10 other locations,44,702
HRH Next Services,3.0,(702),BPO,Hyderabad +23 other locations,9,702
TCNS Clothing Company,4.1,(701),Fashion & Textile,New Delhi +110 other locations,2,701
Dodla Dairy,4.2,(701),Food Processing,Hyderabad +73 other locations,23,701
PPG Asian Paints,3.8,(699),Chemicals,Mumbai +60 other locations,4,699
Nephroplus,3.8,(700),Healthcare,Hyderabad +114 other locations,122,700
Lohia Corp,4.0,(699),Industrial Machinery,Kanpur +21 other locations,1,699
Kaar Tech,4.3,(699),IT Services & Consulting,Chennai +12 other locations,12,699
Transsion,3.9,(700),Consumer Electronics & Appliances,Noida +65 other locations,--,700
Nomura Holdings,3.6,(699),Investment Banking / Venture Capital / Private Equity,Mumbai +11 other locations,289,699
LEAP India Limited,4.6,(698),Packaging,Mumbai +48 other locations,4,698
Elite Elevators,4.2,(698),Industrial Machinery,Chennai +41 other locations,2,698
Keventer,3.7,(697),FMCG,Kolkata +66 other locations,4,697
Quislex Legal Services,4.1,(697),Legal,Hyderabad +11 other locations,2,697
Emami Agrotech,3.8,(697),Food Processing,Kolkata +68 other locations,11,697
North East Small Finance Bank,3.5,(698),Banking,Guwahati +93 other locations,--,698
Capco Technologies,3.8,(697),IT Services & Consulting,Bengaluru +18 other locations,164,697
Sykes Business Services Of India,3.4,(696),BPO,Hyderabad +15 other locations,29,696
SG Analytics,2.5,(696),Analytics & KPO,Pune +12 other locations,26,696
Blue Yonder,3.5,(696),Software Product,Bengaluru +14 other locations,144,696
Bisk Farm,4.0,(696),Food Processing,Kolkata +140 other locations,31,696
Csc E Governance Services,3.8,(696),Government,New Delhi +203 other locations,24,696
Flash Electronics,3.5,(696),Electronics Manufacturing,Pune +22 other locations,1,696
Micro Turners,3.8,(695),Auto Components,Baddi +43 other locations,9,695
Leverage Edu,4.0,(695),EdTech,Noida +22 other locations,38,695
Samunnati,4.5,(695),NBFC,Chennai +61 other locations,--,695
Autoliv,3.9,(695),Auto Components,Bengaluru +24 other locations,5,695
NSB Bpo Solutions,2.8,(694),BPO,Noida +83 other locations,1,694
HSBC Bank,4.0,(693),Banking,Hyderabad +37 other locations,--,693
ChannelPlay,3.8,(693),Marketing & Advertising,Gurugram +95 other locations,6,693
Bridgestone - Global Capability Center,4.0,(693),Auto Components,Pune +61 other locations,24,693
Bridgestone - Global Capability Center,4.0,(693),Auto Components,Pune +61 other locations,24,693
BASF,4.2,(692),Chemicals,Mumbai +97 other locations,12,692
Rane NSK Steering Systems,4.0,(693),Auto Components,Chennai +26 other locations,--,693
YOKOGAWA,3.7,(692),Industrial Automation,Bengaluru +26 other locations,88,692
Medtronic,3.9,(691),Medical Equipment,Hyderabad +46 other locations,112,691
Caparo Engineering India,3.9,(691),Auto Components,Chennai +34 other locations,--,691
Titan Eye Plus,4.1,(691),Other,Kolkata +133 other locations,--,691
Orient Cement,4.4,(689),Building Material,Hyderabad +71 other locations,6,689
Tejas Networks,3.8,(689),Hardware & Networking,Bengaluru +36 other locations,--,689
Orient Technologies,3.7,(689),IT Services & Consulting,Mumbai +50 other locations,5,689
Surya Roshni,4.1,(688),Building Material,New Delhi +75 other locations,11,688
Teamlease Digital,3.3,(688),Recruitment,Bengaluru +68 other locations,--,688
Cohesity,3.9,(688),Software Product,Pune +47 other locations,30,688
Mahindra Integrated Business Solutions,3.4,(688),BPO,Mumbai +89 other locations,3,688
TVS Electronics,3.7,(687),Electronics Manufacturing,Chennai +72 other locations,7,687
Kurlon,4.3,(687),Furniture & Furnishing,Bengaluru +88 other locations,8,687
Neeyamo Enterprise Solutions,3.5,(687),Madurai +10 other locations,,8,687
Bayer Crop Science Vegetable Seeds,4.2,(687),Bengaluru +141 other locations,,--,687
Livpure,3.8,(686),Consumer Electronics & Appliances,Gurugram +82 other locations,23,686
Triveni Engineering & Industries,4.1,(686),Food Processing,Noida +58 other locations,2,686
Livpure,3.8,(686),Consumer Electronics & Appliances,Gurugram +82 other locations,23,686
Testbook.com,3.3,(686),EdTech,Noida +31 other locations,1,686
HCL Healthcare,4.6,(687),Healthcare,Noida +40 other locations,8,687
Wissen Infotech,3.5,(685),IT Services & Consulting,Bengaluru +15 other locations,33,685
Embibe,3.4,(685),EdTech,Bengaluru +19 other locations,--,685
Solv,3.4,(685),Internet,Bengaluru +142 other locations,--,685
MPS Limited,3.5,(685),Content Development,Dehradun +24 other locations,16,685
Revolut,2.5,(686),FinTech,Bengaluru +17 other locations,--,686
Welspun World,3.7,(684),Building Material,Anjar +53 other locations,81,684
Lionbridge Technologies,3.5,(684),Content Development,Mumbai +14 other locations,6,684
Magic Bus India Foundation,3.8,(684),Non-Profit,Mumbai +80 other locations,30,684
R.S. Infraprojects,4.0,(683),Engineering & Construction,Noida +102 other locations,7,683
CJ Darcl Logistics Limited,4.0,(683),Logistics,Gurugram +85 other locations,5,683
Toppr,3.4,(682),EdTech,Mumbai +42 other locations,--,682
Office Beacon,4.5,(682),BPO,Vadodara +20 other locations,6,682
PCBL Chemical Limited,4.0,(682),Petrochemicals,Vadodara +25 other locations,--,682
Wissen Technology,3.8,(682),IT Services & Consulting,Bengaluru +9 other locations,75,682
Vasudha Pharma Chem,4.0,(682),Pharma,Visakhapatnam +10 other locations,--,682
Corteva Agriscience,4.3,(681),Agro Chemicals,Hyderabad +107 other locations,3,681
Magic EdTech,3.5,(681),EdTech,Noida +11 other locations,15,681
Dhanuka Agritech,3.7,(681),Agro Chemicals,Gurugram +110 other locations,4,681
Redington,4.0,(678),Hardware & Networking,Chennai +48 other locations,2,678
CSC,3.5,(678),Financial Services,Bengaluru +24 other locations,44,678
BrightCHAMPS,4.3,(677),EdTech,Bengaluru +28 other locations,26,677
InternEzy,4.9,(676),EdTech,Chennai +6 other locations,4,676
Housing.com,3.5,(676),Internet,Gurugram +44 other locations,71,676
SMC Global Securities,3.5,(676),Financial Services,New Delhi +92 other locations,18,676
Quess IT Staffing Solutions,3.2,(676),Bengaluru +55 other locations,,--,676
EPL Limited,3.8,(675),Packaging,Mumbai +34 other locations,5,675
Saint Gobain Glass,3.9,(676),Building Material,Chennai +57 other locations,--,676
JoulestoWatts Business Solutions,3.4,(675),IT Services & Consulting,Bengaluru +17 other locations,--,675
Osource Global,3.5,(675),BPO,Mumbai +28 other locations,28,675
ANAROCK Property Consultants,3.5,(674),Real Estate,Mumbai +31 other locations,87,674
Ingram Micro,3.6,(673),IT Services & Consulting,Mumbai +48 other locations,--,673
Narayana e-Techno School,3.6,(674),Education & Training,Bengaluru +105 other locations,--,674
Krsnaa Diagnostics,3.5,(672),Healthcare,Pune +98 other locations,33,672
DAV Public School,3.9,(672),Education & Training,New Delhi +154 other locations,--,672
Grihum Housing Finance,3.7,(672),NBFC,Pune +152 other locations,47,672
Impetus Technologies,3.3,(672),IT Services & Consulting,Indore +14 other locations,68,672
Snapdeal,3.6,(671),Internet,Gurugram +31 other locations,38,671
Indorama,3.9,(670),Agro Chemicals,Haldia +47 other locations,10,670
Government of India,4.2,(670),Government,New Delhi +159 other locations,--,670
My Home Industries,4.1,(670),Building Material,Hyderabad +73 other locations,16,670
Optimum Infosystem,3.2,(670),IT Services & Consulting,Chennai +16 other locations,88,670
Nihilent,3.2,(669),IT Services & Consulting,Pune +8 other locations,29,669
TCI Express,3.9,(669),Logistics,Gurugram +78 other locations,2,669
NextComm Corporation,4.8,(669),Software Product,Bengaluru +8 other locations,--,669
Licious,3.5,(669),Hospitality,Bengaluru +38 other locations,27,669
Omaxe,4.2,(667),Real Estate,New Delhi +24 other locations,7,667
Sintex BAPL,3.6,(668),Petrochemicals,Ahmedabad +72 other locations,2,668
Future Supply Chain Solutions,4.4,(666),Logistics,Nagpur +70 other locations,--,666
DeHaat,3.5,(666),Internet,Gurugram +118 other locations,5,666
Centaur Pharmaceuticals,3.5,(665),Pharma,Pune +67 other locations,3,665
Quality Austria Central Asia,3.5,(665),Other,New Delhi +76 other locations,11,665
